series,page,power_kw,power_hp,output_rpm,type_full,gearbox,motor,price_foot_tl,price_flange_tl
İRM,8,1.1,1.5,83-114,İRM 62 / 90 S4a,İRM 62,90 S4a,25451.00,27999.00
İRM,8,1.1,1.5,19-77,İRM 631 / 90 S4a,İRM 631,90 S4a,25767.00,28347.00
İRM,8,1.1,1.5,83-114,İRM 621 / 90 S4a,İRM 621,90 S4a,25181.00,27697.00
İRM,8,1.1,1.5,44-87,İRM 53 / 90 S4a,İRM 53,90 S4a,20499.00,22551.00
İRM,8,1.1,1.5,105-381,İRM 52 / 90 S4a,İRM 52,90 S4a,20026.00,22028.00
İRM,8,1.1,1.5,95-120,İRM 43 / 90 S4a,İRM 43,90 S4a,18310.00,20149.00
İRM,8,1.1,1.5,182-405,İRM 42 / 90 S4a,İRM 42,90 S4a,18133.00,19940.00
İRM,8,1.1,1.5,407-812,İRM 42 / 80 M2b,İRM 42,80 M2b,15592.00,17154.00
İRM,8,1.5,1.5,"0,64-1,1",İRPM 153 İR 92 / 90 L4a(*P),İRPM 153 İR 92,90 L4a(*P),376387.00,414017.00
İRM,8,1.5,2,"0,72-1,3",İRPM 152 İR 93 / 90 L4a(*P),İRPM 152 İR 93,90 L4a(*P),358098.00,395777.00
İRM,8,1.5,2,"2,6-3,5",İRM 143 İR 82 / 90 L4a,İRM 143 İR 82,90 L4a,266236.00,290932.00
İRM,8,1.5,2,"1,0-3,0",İRM 143 İR 72 / 90 L4a,İRM 143 İR 72,90 L4a,247403.00,272136.00
İRM,8,1.5,2,"1,6-2,3",İRPM 144 / 100 L6a(*P),İRPM 144,100 L6a(*P),240480.00,264529.00
İRM,8,1.5,2,"2,5-2,8",İRPM 144 / 90 L4a(*P),İRPM 144,90 L4a(*P),240250.00,264319.00
İRM,8,1.5,2,"1,1-4,0",İRM 123 İR 72 / 90 L4a,İRM 123 İR 72,90 L4a,142749.00,157097.00
İRM,8,1.5,2,"1,3-4,6",İRM 122 İR 73 / 90 L4a,İRM 122 İR 73,90 L4a,140482.00,154838.00
İRM,8,1.5,2,"1,3-1,5",İRM 124 / 100 L6a(*P),İRM 124,100 L6a(*P),131972.00,145016.00
İRM,9,1.5,,"1,5-5,5",İRPM 124 / 90 L4a(*P),İRPM 124,90 L4a(*P),131602.00,144675.00
İRM,9,1.5,2,"2,6-5,6",İRPM 103 İR 72 / 90 L4a(*P),İRPM 103 İR 72,90 L4a(*P),115997.00,175005.00
İRM,9,1.5,2,"5,8-8,3",İRPM 102 İR 72 / 90 L4a(*P),İRPM 102 İR 72,90 L4a(*P),113313.00,171317.00
İRM,9,1.5,2,"2,5-4,9",İRM 104 / 90 L4a,İRM 104,90 L4a,101513.00,111664.00
İRM,9,1.5,2,"3,5-7,1",İRPM 103 / 90 L4a(*P),İRPM 103,90 L4a(*P),94116.00,98957.00
İRM,9,1.5,2,"3,9-4,1",İRM 93 İR 62 / 90 L4a,İRM 93 İR 62,90 L4a,84601.00,92337.00
İRM,9,1.5,2,"4,4-6,3",İRM 92 İR 62 / 90 L4a,İRM 92 İR 62,90 L4a,83541.00,91279.00
İRM,9,1.5,2,"3,6-9,1",İRM 94 / 90 L4a,İRM 94,90 L4a,77845.00,85625.00
İRM,9,1.5,2,"4,7-16",İRPM 93 / 90 L4a(*P),İRPM 93,90 L4a(*P),71355.00,78353.00
İRM,9,1.5,2,"7,1-8,3",İRM 84 / 90 L4a,İRM 84,90 L4a,62735.00,69136.00
İRM,9,1.5,2,"8,3-37",İRM 83 / 90 L4a,İRM 83,90 L4a,53894.00,59283.00
İRM,9,1.5,2,15-62,İRM 73 / 90 L4a,İRM 73,90 L4a,36008.00,39615.00
İRM,9,1.5,2,22-61,İRM 731 / 90 L4a,İRM 731,90 L4a,33337.00,36667.00
İRM,9,1.5,2,57-65,İRM 721 / 90 L4a,İRM 721,90 L4a,32653.00,36151.00
İRM,9,1.5,2,27-101,İRM 63 / 90 L4a,İRM 63,90 L4a,27136.00,29838.00
İRM,9,1.5,2,83-196,İRM 62 / 90 L4a,İRM 62,90 L4a,26593.00,29253.00
İRM,9,1.5,2,27-101,İRM 631 / 90 L4a,İRM 631,90 L4a,26897.00,29584.00
İRM,9,1.5,2,83-196,İRM 621 / 90 L4a,İRM 621,90 L4a,26309.00,28939.00
İRM,9,1.5,2,63-87,İRM 53 / 90 L4a,İRM 53,90 L4a,21497.00,23610.00
İRM,9,1.5,2,105-544,İRM 52 / 90 L4a,İRM 52,90 L4a,21167.00,23285.00
İRM,9,1.5,2,295-620,İRM 52 / 90 S2a,İRM 52,90 S2a,19130.00,21206.00
İRM,9,1.5,2,203-405,İRM 42 / 90 L4a,İRM 42,90 L4a,19228.00,21151.00
İRM,9,1.5,2,407-812,İRM 42 / 90 S2a,İRM 42,90 S2a,17171.00,18889.00
İRM,9,2.2,2,"0,88-2,7",İRM 153 İR 92 / 100 L4a,İRM 153 İR 92,100 L4a,379397.00,417323.00
İRM,9,2.2,3,"0,99-1,3",İRM 152 İR 93 / 100 L4a,İRM 152 İR 93,100 L4a,359224.00,397013.00
İRM,9,2.2,3,"1,7-4,3",İRPM 154 / 100 L4a(*P),İRPM 154,100 L4a(*P),363398.00,399729.00
İRM,9,2.2,3,"2,6-5,0",İRM 143 İR 82 / 100 L4a,İRM 143 İR 82,100 L4a,267855.00,292744.00
İRM,9,2.2,3,"1,2-4,4",İRM 143 İR 72 / 100 L4a,İRM 143 İR 72,100 L4a,248971.00,273858.00
İRM,9,2.2,3,"1,6-2,3",İRPM 144 / 112 M6a(*P),İRPM 144,112 M6a(*P),243784.00,268159.00
İRM,9,2.2,3,"2,5-4,5",İRPM 144 / 100 L4a(*P),İRPM 144,100 L4a(*P),240552.00,264602.00
İRM,9,2.2,3,"1,7-6,5",İRM 123 İR 72 / 100 L4a,İRM 123 İR 72,100 L4a,144360.00,158645.00
İRM,9,2.2,3,"2,1-6,5",İRM 124 / 100 L4a(*P),İRM 124,100 L4a(*P),133086.00,146398.00
İRM,9,2.2,3,"3,2-5,6",İRM 103 İR 72 / 100 L4a,İRM 103 İR 72,100 L4a,116548.00,126467.00
İRM,9,2.2,3,"5,6-8,3",İRM 102 İR 72 / 100 L4a,İRM 102 İR 72,100 L4a,114066.00,123999.00
İRM,9,2.2,3,"3,7-4,9",İRM 104 / 100 L4a,İRM 104,100 L4a,105595.00,115758.00
İRM,9,2.2,3,"3,5-7,1",İRPM 103 / 112 M6a(*P),İRPM 103,112 M6a(*P),96207.00,101005.00
İRM,9,2.2,3,"5,4-18",İRPM 103 / 100 L4a(*P),İRPM 103,100 L4a(*P),93686.00,98520.00
İRM,9,2.2,3,"5,9-9,1",İRM 94 / 100 L4a,İRM 94,100 L4a,80061.00,87832.00
İRM,9,2.2,3,"6,5-32",İRM 93 / 100 L4a,İRM 93,100 L4a,70247.00,77266.00
İRM,9,2.2,3,10-62,İRM 83 / 100 L4a,İRM 83,100 L4a,56058.00,61668.00
İRM,9,2.2,3,17-92,İRM 73 / 100 L4a,İRM 73,100 L4a,38332.00,42162.00
İRM,9,2.2,3,103,İRM 72 / 100 L4a,İRM 72,100 L4a,37477.00,41224.00
İRM,9,2.2,3,31-61,İRM 731 / 100 L4a,İRM 731,100 L4a,35669.00,39230.00
İRM,9,2.2,3,65-141,İRM 721 / 100 L4a,İRM 721,100 L4a,34841.00,38324.00
İRM,9,2.2,3,39-101,İRM 63 / 100 L4a,İRM 63,100 L4a,29176.00,32090.00
İRM,9,2.2,3,103-233,İRM 62 / 100 L4a,İRM 62,100 L4a,28633.00,31489.00
İRM,9,2.2,3,39-101,İRM 631 / 100 L4a,İRM 631,100 L4a,28907.00,31790.00
İRM,9,2.2,3,103-233,İRM 621 / 100 L4a,İRM 621,100 L4a,28331.00,31160.00
İRM,9,2.2,3,132-544,İRM 52 / 100 L4a,İRM 52,100 L4a,23375.00,25714.00
İRM,9,2.2,3,265-844,İRM 52 / 90 L2a,İRM 52,90 L2a,20244.00,22264.00
İRM,10,3.0,,"1,3-4,0",İRM 153 İR 92 / 100 L4b,İRM 153 İR 92,100 L4b,381512.00,419659.00
İRM,10,3.0,4,"1,8-6,0",İRM 154 / 100 L4b(*P),İRM 154,100 L4b(*P),365960.00,402546.00
İRM,10,3.0,4,"2,6-6,5",İRM 143 İR 82 / 100 L4b,İRM 143 İR 82,100 L4b,271188.00,295876.00
İRM,10,3.0,4,"1,7-5,1",İRM 143 İR 72 / 100 L4b,İRM 143 İR 72,100 L4b,250880.00,275742.00
İRM,10,3.0,4,"1,8-2,3",İRM 144 / 132 S6b,İRM 144,132 S6b,250120.00,275130.00
İRM,10,3.0,4,"2,5-5,9",İRM 144 / 100 L4b(*P),İRM 144,100 L4b(*P),243388.00,267727.00
İRM,10,3.0,4,"2,5-6,5",İRM 123 İR 72 / 100 L4b,İRM 123 İR 72,100 L4b,146266.00,160526.00
İRM,10,3.0,4,"2,9-6,5",İRM 124 / 100 L4b(*P),İRM 124,100 L4b(*P),135475.00,149012.00
İRM,10,3.0,4,"4,3",İRPM 123 / 132 S6b(*P),İRPM 123,132 S6b(*P),134175.00,147567.00
İRM,10,3.0,4,"4,8-11",İRM 123 / 132 S6b,İRM 123,132 S6b,128397.00,141213.00
İRM,10,3.0,4,"5,0-5,6",İRM 103 İR 72 / 100 L4b,İRM 103 İR 72,100 L4b,117359.00,127168.00
İRM,10,3.0,4,"5,8-8,3",İRM 102 İR 72 / 100 L4b,İRM 102 İR 72,100 L4b,114907.00,124730.00
İRM,10,3.0,4,"5,4-23",İRPM 103 / 100 L4b(*P),İRPM 103,100 L4b(*P),95035.00,104923.00
İRM,10,3.0,4,"7,4-9,1",İRM 94 / 100 L4b,İRM 94,100 L4b,83088.00,91059.00
İRM,10,3.0,4,"8,9-43",İRM 93 / 100 L4b,İRM 93,100 L4b,72404.00,79644.00
İRM,10,3.0,4,16-90,İRM 83 / 100 L4b,İRM 83,100 L4b,58161.00,63977.00
İRM,10,3.0,4,93-118,İRM 82 / 100 L4b,İRM 82,100 L4b,56236.00,62268.00
İRM,10,3.0,4,26-92,İRM 73 / 100 L4b,İRM 73,100 L4b,40060.00,44061.00
İRM,10,3.0,4,103-168,İRM 72 / 100 L4b,İRM 72,100 L4b,39206.00,43129.00
İRM,10,3.0,4,35-61,İRM 731 / 100 L4b,İRM 731,100 L4b,37429.00,41167.00
İRM,10,3.0,4,65-221,İRM 721 / 100 L4b,İRM 721,100 L4b,36571.00,40222.00
İRM,10,3.0,4,46-101,İRM 63 / 100 L4b,İRM 63,100 L4b,30792.00,33871.00
İRM,10,3.0,4,103-572,İRM 62 / 100 L4b,İRM 62,100 L4b,30244.00,33269.00
İRM,10,3.0,4,46-101,İRM 631 / 100 L4b,İRM 631,100 L4b,30405.00,33516.00
İRM,10,3.0,4,103-572,İRM 621 / 100 L4b,İRM 621,100 L4b,29948.00,32376.00
İRM,10,3.0,4,157-544,İRM 52 / 100 L4b,İRM 52,100 L4b,25087.00,27595.00
İRM,10,3.0,4,265-844,İRM 52 / 100 L2a,İRM 52,100 L2a,23047.00,25348.00
İRM,10,4.0,4,"1,7-5,3",İRM 153 İR 92 / 112 M4a,İRM 153 İR 92,112 M4a,384733.00,422617.00
İRM,10,4.0,5.5,"1,7-6,0",İRM 154 / 112 M4a(*P),İRM 154,112 M4a(*P),370658.00,407619.00
İRM,10,4.0,5.5,"2,6-8,4",İRM 143 İR 82 / 112 M4a,İRM 143 İR 82,112 M4a,275666.00,300263.00
İRM,10,4.0,5.5,"2,3-5,1",İRM 143 İR 72 / 112 M4a,İRM 143 İR 72,112 M4a,254119.00,278756.00
İRM,10,4.0,5.5,"2,0-2,3",İRM 144 / 132 M6a,İRM 144,132 M6a,251905.00,277083.00
İRM,10,4.0,5.5,"2,5-8,0",İRM 144 / 112 M4a(*P),İRM 144,112 M4a(*P),247079.00,271786.00
İRM,10,4.0,5.5,"5,5-6,7",İRM 143 / 132 M6a,İRM 143,132 M6a,231185.00,254304.00
İRM,10,4.0,5.5,"3,2-6,5",İRM 123 İR 72 / 112 M4a,İRM 123 İR 72,112 M4a,150133.00,164244.00
İRM,10,4.0,5.5,"3,4-6,5",İRM 124 / 112 M4b(*P),İRM 124,112 M4b(*P),137053.00,150482.00
İRM,10,4.0,5.5,"4,3",İRPM 123 / 132 M6a(*P),İRPM 123,132 M6a(*P),139640.00,153609.00
İRM,10,4.0,5.5,"4,8-11",İRM 123 / 132 M6a,İRM 123,132 M6a,129902.00,142897.00
İRM,10,4.0,5.5,"7,5-31",İRPM 103 / 112 M4a(*P),İRPM 103,112 M4a(*P),96011.00,105615.00
İRM,10,4.0,5.5,10-47,İRM 93 / 112 M4a,İRM 93,112 M4a,75652.00,83217.00
İRM,10,4.0,5.5,59-76,İRM 92 / 112 M4a,İRM 92,112 M4a,73706.00,81067.00
İRM,10,4.0,5.5,21-90,İRM 83 / 112 M4a,İRM 83,112 M4a,61322.00,67454.00
İRM,10,4.0,5.5,93-144,İRM 82 / 112 M4a,İRM 82,112 M4a,60324.00,66359.00
İRM,10,4.0,5.5,37-92,İRM 73 / 112 M4a,İRM 73,112 M4a,43566.00,47931.00
İRM,10,4.0,5.5,103-230,İRM 72 / 112 M4a,İRM 72,112 M4a,42718.00,46993.00
İRM,10,4.0,5.5,73-548,İRM 721 / 112 M4a,İRM 721,112 M4a,40031.00,44033.00
İRM,10,4.0,5.5,65-101,İRM 63 / 112 M4a,İRM 63,112 M4a,34348.00,37780.00
İRM,10,4.0,5.5,103-572,İRM 62 / 112 M4a,İRM 62,112 M4a,33804.00,37185.00
İRM,10,4.0,5.5,65-101,İRM 631 / 112 M4a,İRM 631,112 M4a,33861.00,37247.00
İRM,10,4.0,5.5,103-572,İRM 621 / 112 M4a,İRM 621,112 M4a,33482.00,37675.00
İRM,11,5.5,,"2,7-5,8",İRM 153 İR 92 / C112 M4b(*C),İRM 153 İR 92,C112 M4b(*C),391169.00,429062.00
İRM,11,5.5,7.5,"3,2-8,4",İRM 143 İR 82 / C112 M4b(*C),İRM 143 İR 82,C112 M4b(*C),280180.00,304684.00
İRM,11,5.5,7.5,"3,0-5,1",İRM 143 İR 72 / C112 M4b(*C),İRM 143 İR 72,C112 M4b(*C),259037.00,283611.00
İRM,11,5.5,7.5,14-83,İRM 93 / C112 M4b(*C),İRM 93,C112 M4b(*C),78321.00,85945.00
İRM,11,5.5,7.5,59-105,İRM 92 / C112 M4b(*C),İRM 92,C112 M4b(*C),76360.00,84179.00
İRM,11,5.5,7.5,29-90,İRM 83 / C112 M4b(*C),İRM 83,C112 M4b(*C),64149.00,70748.00
İRM,11,5.5,7.5,93-276,İRM 82 / C112 M4b(*C),İRM 82,C112 M4b(*C),63121.00,69613.00
İRM,11,5.5,7.5,62-92,İRM 73 / C112 M4b(*C),İRM 73,C112 M4b(*C),45429.00,50148.00
İRM,11,5.5,7.5,103-544,İRM 72 / C112 M4b(*C),İRM 72,C112 M4b(*C),44995.00,49671.00
İRM,11,5.5,7.5,115-548,İRM 721 / C112 M4b(*C),İRM 721,C112 M4b(*C),42684.00,47124.00
İRM,11,5.5,7.5,182-572,İRM 62 / C112 M4b(*C),İRM 62,C112 M4b(*C),35509.00,39228.00
İRM,11,5.5,7.5,182-572,İRM 621 / C112 M4b(*C),İRM 621,C112 M4b(*C),36030.00,39928.00
İRM,11,5.5,7.5,"2,7-5,8",İRM 153 İR 92 / 132 S4c,İRM 153 İR 92,132 S4c,393046.00,430939.00
İRM,11,5.5,7.5,"2,2-6,0",İRM 154 / 132 S4c,İRM 154,132 S4c,377878.00,415651.00
İRM,11,5.5,7.5,"3,2-8,4",İRM 143 İR 82 / 132 S4c,İRM 143 İR 82,132 S4c,282006.00,306510.00
İRM,11,5.5,7.5,"3,0-5,1",İRM 143 İR 72 / 132 S4c,İRM 143 İR 72,132 S4c,260863.00,285437.00
İRM,11,5.5,7.5,"2,8-8,0",İRM 144 / 132 S4c,İRM 144,132 S4c,251998.00,277197.00
İRM,11,5.5,7.5,"5,5-12",İRM 143 / 132 M6b,İRM 143,132 M6b,236730.00,261515.00
İRM,11,5.5,7.5,"4,4-6,5",İRM 124 / 132 S4c,İRM 124,132 S4c,140964.00,154278.00
İRM,11,5.5,7.5,"5,3-5,9",İRM 123 / 132 M6b,İRM 123,132 M6b,132093.00,145365.00
İRM,11,5.5,7.5,"7,5-26",İRM 123 / 132 S4c,İRM 123,132 S4c,130397.00,143430.00
İRM,11,5.5,7.5,11-44,İRM 103 / 132 S4c,İRM 103,132 S4c,100664.00,109880.00
İRM,11,5.5,7.5,14-83,İRM 93 / 132 S4c,İRM 93,132 S4c,80198.00,87822.00
İRM,11,5.5,7.5,59-105,İRM 92 / 132 S4c,İRM 92,132 S4c,78237.00,86056.00
İRM,11,5.5,7.5,29-90,İRM 83 / 132 S4c,İRM 83,132 S4c,65975.00,72574.00
İRM,11,5.5,7.5,93-276,İRM 82 / 132 S4c,İRM 82,132 S4c,64947.00,71439.00
İRM,11,5.5,7.5,62-92,İRM 73 / 132 S4c,İRM 73,132 S4c,48061.00,52874.00
İRM,11,5.5,7.5,103-544,İRM 72 / 132 S4c,İRM 72,132 S4c,47211.00,51930.00
İRM,11,5.5,7.5,460-689,İRM 72 / 132 S2a,İRM 72,132 S2a,46777.00,51453.00
İRM,11,5.5,7.5,115-548,İRM 721 / 132 S4c,İRM 721,132 S4c,44466.00,48906.00
İRM,11,5.5,7.5,182-572,İRM 62 / 132 S4c,İRM 62,132 S4c,38142.00,41954.00
İRM,11,5.5,7.5,393-851,İRM 62 / 132 S2a,İRM 62,132 S2a,37266.00,40985.00
İRM,11,5.5,7.5,182-572,İRM 621 / 132 S4c,İRM 621,132 S4c,37787.00,41685.00
İRM,11,5.5,7.5,393-852,İRM 621 / 132 S2a,İRM 621,132 S2a,36906.00,40654.00
İRM,11,7.5,7.5,"3,2-5,8",İRM 153 İR 92 / 132 M4a,İRM 153 İR 92,132 M4a,397471.00,435269.00
İRM,11,7.5,10,"3,8-6,0",İRM 154 / 132 M4a,İRM 154,132 M4a,380999.00,419088.00
İRM,11,7.5,10,"4,0-13",İRM 153 / 160 M6a,İRM 153,160 M6a,358058.00,393824.00
İRM,11,7.5,10,"4,2-8,4",İRM 143 İR 82 / 132 M4a,İRM 143 İR 82,132 M4a,285932.00,310379.00
İRM,11,7.5,10,"4,0-8,0",İRM 144 / 132 M4a,İRM 144,132 M4a,255809.00,281381.00
İRM,11,7.5,10,"5,5-12",İRM 143 / 160 M6a,İRM 143,160 M6a,250104.00,275101.00
İRM,11,7.5,10,"8,6-16",İRPM 143 / 132 M4a(*P),İRPM 143,132 M4a(*P),248236.00,274889.00
İRM,11,7.5,10,"6,1-6,5",İRM 124 / 132 M4a,İRM 124,132 M4a,145718.00,158989.00
İRM,11,7.5,10,"7,5-34",İRM 123 / 132 M4a,İRM 123,132 M4a,133789.00,147153.00
İRM,11,7.5,10,16-62,İRM 103 / 132 M4a,İRM 103,132 M4a,104206.00,114628.00
İRM,11,7.5,10,20-98,İRM 93 / 132 M4a,İRM 93,132 M4a,83735.00,92102.00
İRM,11,7.5,10,59-152,İRM 92 / 132 M4a,İRM 92,132 M4a,81859.00,90052.00
İRM,11,7.5,10,37-90,İRM 83 / 132 M4a,İRM 83,132 M4a,69519.00,76480.00
İRM,11,7.5,10,93-589,İRM 82 / 132 M4a,İRM 82,132 M4a,68362.00,75197.00
İRM,11,7.5,10,68-92,İRM 73 / 132 M4a,İRM 73,132 M4a,51797.00,57727.00
İRM,11,7.5,10,103-544,İRM 72 / 132 M4a,İRM 72,132 M4a,50733.00,55799.00
İRM,11,7.5,10,460-689,İRM 72 / 132 S2b,İRM 72,132 S2b,48916.00,53805.00
İRM,11,7.5,10,115-548,İRM 721 / 132 M4a,İRM 721,132 M4a,47946.00,52734.00
İRM,12,11,,"5,3-5,8",İRM 153 İR 92 / C132 M4b(*C),İRM 153 İR 92,C132 M4b(*C),411092.00,448791.00
İRM,12,11,15,"4,8-6,0",İRM 154 / C132 M4b(*C),İRM 154,C132 M4b(*C),393712.00,431731.00
İRM,12,11,15,"5,9-8,0",İRM 144 / C132 M4b(*C),İRM 144,C132 M4b(*C),266435.00,294546.00
İRM,12,11,15,13-48,İRM 123 / C132 M4b(*C),İRM 123,C132 M4b(*C),145608.00,160422.00
İRM,12,11,15,23-93,İRM 103 / C132 M4b(*C),İRM 103,C132 M4b(*C),116256.00,128149.00
İRM,12,11,15,79,İRM 102 / C132 M4b(*C),İRM 102,C132 M4b(*C),113738.00,125384.00
İRM,12,11,15,29-98,İRM 93 / C132 M4b(*C),İRM 93,C132 M4b(*C),95932.00,105791.00
İRM,12,11,15,67-223,İRM 92 / C132 M4b(*C),İRM 92,C132 M4b(*C),93866.00,103516.00
İRM,12,11,15,62-90,İRM 83 / C132 M4b(*C),İRM 83,C132 M4b(*C),81374.00,89770.00
İRM,12,11,15,1005-589,İRM 82 / C132 M4b(*C),İRM 82,C132 M4b(*C),80206.00,88490.00
İRM,12,11,15,168-544,İRM 72 / C132 M4b(*C),İRM 72,C132 M4b(*C),61495.00,66484.00
İRM,12,11,15,"5,3-5,8",İRM 153 İR 92 / 160 M4b,İRM 153 İR 92,160 M4b,413726.00,451425.00
İRM,12,11,15,"4,8-6,0",İRM 154 / 160 M4b,İRM 154,160 M4b,396550.00,434569.00
İRM,12,11,15,"4,4-7,0",İRM 153 / 160 L6b,İRM 153,160 L6b,359770.00,395742.00
İRM,12,11,15,"6,3-16",İRM 153 / 160 M4b,İRM 153,160 M4b,352040.00,388029.00
İRM,12,11,15,"5,9-8,0",İRM 144 / 160 M4b,İRM 144,160 M4b,269212.00,297323.00
İRM,12,11,15,"6,1-12",İRM 143 / 160 L6b,İRM 143,160 L6b,258688.00,285866.00
İRM,12,11,15,"8,6-21",İRM 143 / 160 M4b,İRM 143,160 M4b,251975.00,278461.00
İRM,12,11,15,13-48,İRM 123 / 160 M4b,İRM 123,160 M4b,148385.00,163199.00
İRM,12,11,15,23-93,İRM 103 / 160 M4b,İRM 103,160 M4b,118953.00,130846.00
İRM,12,11,15,79,İRM 102 / 160 M4b,İRM 102,160 M4b,116435.00,128081.00
İRM,12,11,15,29-98,İRM 93 / 160 M4b,İRM 93,160 M4b,98566.00,108425.00
İRM,12,11,15,67-223,İRM 92 / 160 M4b,İRM 92,160 M4b,96500.00,106150.00
İRM,12,11,15,62-90,İRM 83 / 160 M4b,İRM 83,160 M4b,83970.00,92366.00
İRM,12,11,15,1005-589,İRM 82 / 160 M4b,İRM 82,160 M4b,82802.00,91086.00
İRM,12,11,15,168-230,İRPM 72 / 160 M4b(*P),İRPM 72,160 M4b(*P),66929.00,72142.00
İRM,12,11,15,254-544,İRM 72 / 160 M4b,İRM 72,160 M4b,64047.00,69036.00
İRM,12,15,15,"5,7-7,0",İRM 153 / 180 L6b,İRM 153,180 L6b,377959.00,415738.00
İRM,12,15,20,"6,3-20",İRM 153 / 160 L4a,İRM 153,160 L4a,366715.00,403372.00
İRM,12,15,20,"9,7-12",İRM 143 / 180 L6b,İRM 143,180 L6b,270307.00,297361.00
İRM,12,15,20,"8,6-34",İRM 143 / 160 L4a,İRM 143,160 L4a,258879.00,284759.00
İRM,12,15,20,15-65,İRM 123 / 160 L4a,İRM 123,160 L4a,154992.00,170489.00
İRM,12,15,20,53-80,İRM 122 / 160 L4a,İRM 122,160 L4a,151952.00,167149.00
İRM,12,15,20,25-93,İRM 103 / 160 L4a,İRM 103,160 L4a,125462.00,138004.00
İRM,12,15,20,79-148,İRM 102 / 160 L4a,İRM 102,160 L4a,123050.00,135352.00
İRM,12,15,20,69-98,İRM 93 / 160 L4a,İRM 93,160 L4a,105059.00,115368.00
İRM,12,15,20,67-315,İRM 92 / 160 L4a,İRM 92,160 L4a,103130.00,113440.00
İRM,12,15,20,83-90,İRM 83 / 160 L4a,İRM 83,160 L4a,90432.00,99476.00
İRM,12,15,20,105-589,İRM 82 / 160 L4a,İRM 82,160 L4a,89317.00,98246.00
İRM,12,18.5,20,"7,8-23",İRM 153 / C160 L4b(*C),İRM 153,C160 L4b(*C),376104.00,414139.00
İRM,12,18.5,25,10-41,İRM 143 / C160 L4b(*C),İRM 143,C160 L4b(*C),268249.00,295493.00
İRM,12,18.5,25,18-78,İRM 123 / C160 L4b(*C),İRM 123,C160 L4b(*C),163458.00,180211.00
İRM,12,18.5,25,58-101,İRM 122 / C160 L4b(*C),İRM 122,C160 L4b(*C),160421.00,176881.00
İRM,12,18.5,25,35-93,İRM 103 / C160 L4b(*C),İRM 103,C160 L4b(*C),133872.00,147663.00
İRM,12,18.5,25,79-195,İRM 102 / C160 L4b(*C),İRM 102,C160 L4b(*C),131461.00,145013.00
İRM,12,18.5,25,85-571,İRM 92 / C160 L4b(*C),İRM 92,C160 L4b(*C),111581.00,123121.00
İRM,12,18.5,25,130-523,İRM 82 / C160 L4b(*C),İRM 82,C160 L4b(*C),98931.00,109201.00
İRM,13,18.5,,"7,8-23",İRM 153 / 180 M4b,İRM 153,180 M4b,380444.00,418479.00
İRM,13,18.5,25,10-41,İRM 143 / 180 M4b,İRM 143,180 M4b,272438.00,299682.00
İRM,13,18.5,25,18-78,İRM 123 / 180 M4b,İRM 123,180 M4b,167647.00,184400.00
İRM,13,18.5,25,58-101,İRM 122 / 180 M4b,İRM 122,180 M4b,164610.00,181070.00
İRM,13,18.5,25,35-93,İRM 103 / 180 M4b,İRM 103,180 M4b,137930.00,151721.00
İRM,13,18.5,25,79-195,İRM 102 / 180 M4b,İRM 102,180 M4b,135519.00,149071.00
İRM,13,18.5,25,85-571,İRM 92 / 180 M4b,İRM 92,180 M4b,115444.00,126984.00
İRM,13,18.5,25,130-523,İRM 82 / 180 M4b,İRM 82,180 M4b,102716.00,112986.00
İRM,13,22,25,"8,8-32",İRM 153 / 180 L4b,İRM 153,180 L4b,384805.00,423273.00
İRM,13,22,30,15-50,İRM 143 / 180 L4b,İRM 143,180 L4b,277040.00,304748.00
İRM,13,22,30,23-78,İRM 123 / 180 L4b,İRM 123,180 L4b,171976.00,189172.00
İRM,13,22,30,70-121,İRM 122 / 180 L4b,İRM 122,180 L4b,168884.00,185775.00
İRM,13,22,30,44-93,İRM 103 / 180 L4b,İRM 103,180 L4b,142213.00,156432.00
İRM,13,22,30,79-618,İRM 102 / 180 L4b,İRM 102,180 L4b,139762.00,153735.00
İRM,13,22,30,105-571,İRM 92 / 180 L4b,İRM 92,180 L4b,119908.00,131892.00
İRM,13,22,30,208-589,İRM 82 / 180 L4b,İRM 82,180 L4b,107076.00,117786.00
İRM,13,30,30,12-59,İRM 153 / C180 L4b(*C),İRM 153,C180 L4b(*C),396599.00,437119.00
İRM,13,30,40,16-69,İRM 143 / C180 L4b(*C),İRM 143,C180 L4b(*C),288300.00,319118.00
İRM,13,30,40,69-96,İRM 142 / C180 L4b(*C),İRM 142,C180 L4b(*C),278856.00,309271.00
İRM,13,30,40,29-78,İRM 123 / C180 L4b(*C),İRM 123,C180 L4b(*C),182610.00,201677.00
İRM,13,30,40,80-426,İRM 122 / C180 L4b(*C),İRM 122,C180 L4b(*C),179338.00,198080.00
İRM,13,30,40,62-93,İRM 103 / C180 L4b(*C),İRM 103,C180 L4b(*C),156012.00,177092.00
İRM,13,30,40,89-618,İRM 102 / C180 L4b(*C),İRM 102,C180 L4b(*C),150688.00,166553.00
İRM,13,30,40,203-571,İRM 92 / C180 L4b(*C),İRM 92,C180 L4b(*C),130556.00,144392.00
İRM,13,30,40,12-59,İRM 153 / 200 L4c,İRM 153,200 L4c,405677.00,446197.00
İRM,13,30,40,16-69,İRM 143 / 200 L4c,İRM 143,200 L4c,296853.00,327671.00
İRM,13,30,40,69-96,İRM 142 / 200 L4c,İRM 142,200 L4c,287409.00,317824.00
